title,authors,categories,thumbnail,average_rating
Two for the Dough,Janet Evanovich,Fiction,http://books.google.com/books/content?id=bEPhY0R79U8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11
Four to Score,Janet Evanovich,Fiction,http://books.google.com/books/content?id=PONNi9gzTvsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17
Seven Up,Janet Evanovich,Fiction,http://books.google.com/books/content?id=YGEWzGIjP7MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16
Hard Eight,Janet Evanovich,Fiction,http://books.google.com/books/content?id=xXdPbpUfTSAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17
Eleven on Top,Janet Evanovich,Fiction,http://books.google.com/books/content?id=T7uR17fOgAoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16
Four to Score,Janet Evanovich,Bail bond agents,http://books.google.com/books/content?id=3m8ha8ILQjQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17
High Five,Janet Evanovich,Bail bond agents,http://books.google.com/books/content?id=rNKjOLyFuxYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.18
Hot Six,Janet Evanovich,Bail bond agents,http://books.google.com/books/content?id=GZ9NPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19
Twelve sharp,Janet Evanovich,Bail bond agents,http://books.google.com/books/content?id=AOjulIMfBeMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.14
Hard Eight,Janet Evanovich,Bail bond agents,http://books.google.com/books/content?id=D0t0QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17
Full Bloom,Janet Evanovich;Charlotte Hughes,Fiction,http://books.google.com/books/content?id=j25oZ2e_B04C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81
Full Scoop,Janet Evanovich;Charlotte Hughes,Fiction,http://books.google.com/books/content?id=PoiDzEZ6P1cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79
Full Blast,Janet Evanovich;Charlotte Hughes,Fiction,http://books.google.com/books/content?id=DppT-OV4Np8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82
Full Speed,Janet Evanovich;Charlotte Hughes,"Holt, Max (Fictitious character)",http://books.google.com/books/content?id=lclXPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82
Hot Stuff,Janet Evanovich;Leanne Banks,Fiction,http://books.google.com/books/content?id=iLMQi0lFhcoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.74
Paint it Black,Janet Fitch,Fiction,http://books.google.com/books/content?id=DD8elwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.48
White Oleander,Janet Fitch,Fiction,http://books.google.com/books/content?id=xpoXzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95
Janet Flanner's world,Janet Flanner;Irving Drutman,Fiction,http://books.google.com/books/content?id=HrNaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.3
The Complete ACOA Sourcebook,Janet G. Woititz,Self-Help,http://books.google.com/books/content?id=7o-jAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.06
Apple Pie Fourth of July,Janet S. Wong;Margaret Chodos-Irvine,Juvenile Fiction,http://books.google.com/books/content?id=am2MMqEefUAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.71
PHP and MySQL For Dummies,Janet Valade,Computers,http://books.google.com/books/content?id=mN2spJn3HcEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.54
Teaching Reading Comprehension to Students with Learning Difficulties,Janette K. Klingner;Sharon Vaughn;Alison Boardman,Education,http://books.google.com/books/content?id=NfLfnEdzD60C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.77
Follow Your Heart's Vegetarian Soup Cookbook,Janice Cook Migliaccio;Janice Cook Knight,Cooking,http://books.google.com/books/content?id=oLD8JwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.47
A Madman Dreams of Turing Machines,Janna Levin,Fiction,http://books.google.com/books/content?id=EwQi6BFWX6QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.68
Warhost of Vastmark,Janny Wurts,Fiction,http://books.google.com/books/content?id=uOL0fpS9WZkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03
Peril's Gate,Janny Wurts,Fiction,http://books.google.com/books/content?id=OSOvzcbhuucC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.15
Fugitive Prince,Janny Wurts,Fiction,http://books.google.com/books/content?id=tBINjRrDqmMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.88
The Master of Whitestorm,Janny Wurts,Fantasy fiction,http://books.google.com/books/content?id=vIaCQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.91
The Curse of the Mistwraith,Janny Wurts,Fiction,http://books.google.com/books/content?id=Ju3E6WIy1ygC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.76
The Rattle-Rat,Janwillem Van de Wetering,Fiction,http://books.google.com/books/content?id=wP63YMug7TEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97
Robert Van Gulik,Janwillem Van de Wetering,Literary Criticism,http://books.google.com/books/content?id=0ZIrAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.56
Collapse,Jared M. Diamond,History,http://books.google.com/books/content?id=QyzHKSCYSmsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93
Why is sex fun?,Jared M. Diamond,Health & Fitness,http://books.google.com/books/content?id=e7IPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.71
Save the Date,Jason King;Donna Freitas,Religion,http://books.google.com/books/content?id=QUMPAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.75
The Eyre Affair,Jasper Fforde,Fiction,http://books.google.com/books/content?id=BseRhkYJJL4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.91
The Big Over Easy,Jasper Fforde,Fiction,http://books.google.com/books/content?id=tGNdrjM7NtwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93
Soldiers of Salamis,Javier Cercas;Anne McLean,Fiction,http://books.google.com/books/content?id=pDOgAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.79
"From Baghdad, with Love",Jay Kopelman;Melinda Roth,History,http://books.google.com/books/content?id=6t7ungEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11
Ransom,Jay McInerney,Kyoto (Japan),http://books.google.com/books/content?id=jDdAPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.27
One Matchless Time,Jay Parini,Biography & Autobiography,http://books.google.com/books/content?id=oXpAlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97
Robert Frost,Jay Parini,Biography & Autobiography,http://books.google.com/books/content?id=1MryAwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13
"The Pirate, the Adventurer & the Cowboy",Jayne Ann Krentz,Fiction,http://books.google.com/books/content?id=IXX7fJGds6oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87
White Lies,Jayne Ann Krentz,Fiction,http://books.google.com/books/content?id=ucLkzRU09WMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01
Sharp Edges,Jayne Ann Krentz,Fiction,http://books.google.com/books/content?id=qaphBUh4GHYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86
The Wedding Night,Jayne Ann Krentz,Fiction,http://books.google.com/books/content?id=bDZVXImZNg8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.46
Ghost Hunter,Jayne Castle,Fiction,http://books.google.com/books/content?id=1EKGRDgf26oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13
Orchid,Jayne Castle,Fiction,http://books.google.com/books/content?id=H4CYlAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.15
After Glow,Jayne Castle;Jayne Ann Krentz,Fiction,http://books.google.com/books/content?id=GC9XwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13
New Media Language,Jean Aitchison;Diana M. Lewis,Language Arts & Disciplines,http://books.google.com/books/content?id=t5sJTjdN0aUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3
Simulacra and Simulation,Jean Baudrillard,Social Science,http://books.google.com/books/content?id=9Z9biHaoLZIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.98
Société de Consommation,Jean Baudrillard,Social Science,http://books.google.com/books/content?id=Bbex0zAG23IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.13
Le Système Des Objets,Jean Baudrillard,Philosophy,http://books.google.com/books/content?id=0T3-3Ce5VocC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4
The Intelligence of Evil or the Lucidity Pact,Jean Baudrillard,Philosophy,http://books.google.com/books/content?id=jNxzQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86
The Vital Illusion,Jean Baudrillard;Julia Witwer,Literary Criticism,http://books.google.com/books/content?id=jk9MRcgG97EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.84
Babar the King,Jean de Brunhoff,Cities and towns,http://books.google.com/books/content?id=t0FUAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.18
The Search for the Beloved,Jean Houston,"Body, Mind & Spirit",http://books.google.com/books/content?id=qg3jQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4
The Shelters of Stone,Jean M. Auel,Fiction,http://books.google.com/books/content?id=BmAgthvTtbwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82
Baby's Alphabet,Jean Marzollo,Juvenile Nonfiction,http://books.google.com/books/content?id=U0VSSdA1HmMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.75
Downfall,Jean Rabe,Fiction,http://books.google.com/books/content?id=VX_UzAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.68
The Day of the Tempest,Jean Rabe,Fiction,http://books.google.com/books/content?id=hihCPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.65
"Iphigenia, Phaedra, Athaliah",Jean Racine,Drama,http://books.google.com/books/content?id=pNT4xgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.85
Wide Sargasso Sea,Jean Rhys,British,http://books.google.com/books/content?id=mXtRwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.58
Princess,Jean Sasson,English fiction,http://books.google.com/books/content?id=rXsp6RvUVoMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02
Edie,Jean Stein,Biography & Autobiography,http://books.google.com/books/content?id=nSk4pPeDsukC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.13
The Summer House,Jean Stone,Fiction,http://books.google.com/books/content?id=xYB2TYqEdQEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87
Bound for Oregon,Jean Van Leeuwen,Juvenile Fiction,http://books.google.com/books/content?id=b8YxNgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.78
"Oliver and Albert, Friends Forever",Jean Van Leeuwen,Juvenile Fiction,http://books.google.com/books/content?id=-EBFsf_bskMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.62
60 Million Frenchmen Can't be Wrong,Jean-Benoît Nadeau;Julie Barlow,Social Science,http://books.google.com/books/content?id=7h8HkOpytiwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.74
The World and Other Places,Jeanette Winterson,Fiction,http://books.google.com/books/content?id=OMs_PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87
Written on the Body,Jeanette Winterson,Fiction,http://books.google.com/books/content?id=ZZ5d7mvfriUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07
Art & Lies,Jeanette Winterson,Fiction,http://books.google.com/books/content?id=0K-vmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87
The Passion,Jeanette Winterson,Fiction,http://books.google.com/books/content?id=Dl6gOz07zmsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11
Sexing the Cherry,Jeanette Winterson,Fiction,http://books.google.com/books/content?id=P4hcA18236YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83
Weight,Jeanette Winterson,Fiction,http://books.google.com/books/content?id=QovNAKUeSSgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.77
Confessions,Jean-Jacques Rousseau,Literary Criticism,http://books.google.com/books/content?id=ZinPjKdL9mEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.62
Discourse on the Origin of Inequality,Jean-Jacques Rousseau,Philosophy,http://books.google.com/books/content?id=UNooAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.83
Basic Political Writings,Jean-Jacques Rousseau,Philosophy,http://books.google.com/books/content?id=l6WQhs1BJMcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87
The Social Contract,Jean-Jacques Rousseau;Maurice Cranston,Philosophy,http://books.google.com/books/content?id=8U7BuQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.76
"Julie, Or, The New Heloise",Jean-Jacques Rousseau;Roger D. Masters;Christopher Kelly,Literary Criticism,http://books.google.com/books/content?id=H4PGHmtJoOkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.46
The People of Sparks,Jeanne DuPrau,Juvenile Fiction,http://books.google.com/books/content?id=dqkPWhBz73cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.66
Dark Birthright,Jeanne Treat,History,http://books.google.com/books/content?id=Oh3mAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.63
The Glass Castle,Jeannette Walls,Biography & Autobiography,http://books.google.com/books/content?id=V8kznwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.26
The Family Idiot,Jean-Paul Sartre,Biography & Autobiography,http://books.google.com/books/content?id=D6p-mttXlAEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.8
"No Exit, and Three Other Plays",Jean-Paul Sartre,Drama,http://books.google.com/books/content?id=Xw5CMJFaTNkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1
Existentialism and Human Emotions,Jean-Paul Sartre,Philosophy,http://books.google.com/books/content?id=qrYbImDqa_IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.84
The Transcendence of the Ego,Jean-Paul Sartre,Philosophy,http://books.google.com/books/content?id=17150PDhLu4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82
Nausea,Jean-Paul Sartre;Robert Baldick,Fiction,http://books.google.com/books/content?id=EUM-PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92
Vurt,Jeff Noon,Brothers and sisters,http://books.google.com/books/content?id=pUKvPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06
The Serial Killers Club,Jeff Povey,Fiction,http://books.google.com/books/content?id=3ZBmlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.21
Line of Control,Jeff Rovin;Steve R. Pieczenik,Fiction,http://books.google.com/books/content?id=JlRfqNBPPN4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.85
To The Last Man,Jeff Shaara,Fiction,http://books.google.com/books/content?id=YLTBBV6s5zQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22
Posing for Portrait Photography,Jeff Smith,Photography,http://books.google.com/books/content?id=CzPBwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.38
The Bone Collector,Jeffery Deaver,Fiction,http://books.google.com/books/content?id=eA7YPtfG1a0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19
Death of a Blue Movie Star,Jeffery Deaver,Fiction,http://books.google.com/books/content?id=PDUz33ZcF1kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.52
Hard News,Jeffery Deaver,Fiction,http://books.google.com/books/content?id=Mcgq7VEP6vYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.46
The Empty Chair,Jeffery Deaver,Fiction,http://books.google.com/books/content?id=xLPy2D0d2F4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07
The Sleeping Doll,Jeffery Deaver,Fiction,http://books.google.com/books/content?id=jtYeoK0ym14C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.93
The Coffin Dancer,Jeffery Deaver,Fiction,http://books.google.com/books/content?id=0CB5qeg08gAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17
The Vanished Man,Jeffery Deaver,Fiction,http://books.google.com/books/content?id=vrVqO7oSC2EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.09
Twisted,Jeffery Deaver,Fiction,http://books.google.com/books/content?id=__kSTI5Z_jsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.92
More Twisted,Jeffery Deaver,Fiction,http://books.google.com/books/content?id=wXN8vwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.84
A Quiver Full of Arrows,Jeffrey Archer,Fiction,http://books.google.com/books/content?id=KijMxDuhGwwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.78
As the Crow Flies,Jeffrey Archer,Fiction,http://books.google.com/books/content?id=IeunykAgyGoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08
Middlesex,Jeffrey Eugenides,Fiction,http://books.google.com/books/content?id=twDVs4UIU_kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.99
"Beckett's Waiting for Godot, Endgame, & Other Plays",Jeffrey Fisher;James L. Roberts,Study Aids,http://books.google.com/books/content?id=TKcBAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.67
The Girl in the Glass,Jeffrey Ford,Fiction,http://books.google.com/books/content?id=mgYTlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72
The Empire of Ice Cream,Jeffrey Ford,Fiction,http://books.google.com/books/content?id=sD6mAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06
The Evolution of the Gilgamesh Epic,Jeffrey H. Tigay,Literary Criticism,http://books.google.com/books/content?id=cxjuHTH6I2sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.82
Hemingway,Jeffrey Meyers,Literary Collections,http://books.google.com/books/content?id=uWPGtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03
Bitter is the New Black,Jen Lancaster,Biography & Autobiography,http://books.google.com/books/content?id=p-fEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9
"Bright Lights, Big Ass",Jen Lancaster,Biography & Autobiography,http://books.google.com/books/content?id=mpSuFnlGo5MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06
How to Make Love Like a Porn Star,Jenna Jameson;Neil Strauss,Biography & Autobiography,http://books.google.com/books/content?id=qjZzQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.75
Faking It,Jennifer Crusie,Fiction,http://books.google.com/books/content?id=LkyHoWezX70C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92
Welcome to Temptation,Jennifer Crusie,Fiction,http://books.google.com/books/content?id=qZ-EngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95
Manhunting,Jennifer Crusie,Fiction,http://books.google.com/books/content?id=AsbnYjXNAs8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.77
Strange Bedpersons,Jennifer Crusie,Fiction,http://books.google.com/books/content?id=Sq6qd12BjP4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.5
What the Lady Wants,Jennifer Crusie,Fiction,http://books.google.com/books/content?id=wRhEmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.63
Coffee at Luke's,Jennifer Crusie,Performing Arts,http://books.google.com/books/content?id=ZWW72Cwfj14C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.55
The Unfortunate Miss Fortunes,Jennifer Crusie;Eileen Dreyer;Anne Stuart,Fiction,http://books.google.com/books/content?id=OiTxAXtNetwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.47
My Little Pony: Hide-and-Seek,Jennifer Frantz,Juvenile Fiction,http://books.google.com/books/content?id=oP3lPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.14
Charlotte's Web: Wilbur Finds a Friend,Jennifer Frantz,Juvenile Fiction,http://books.google.com/books/content?id=Syl29aq6kTEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1
Slim to None,Jennifer Hendricks,Biography & Autobiography,http://books.google.com/books/content?id=fY-lfz3EujEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.65
Baby Signing For Dummies,Jennifer Watson,Family & Relationships,http://books.google.com/books/content?id=75MH8vwXyBwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.63
Goodnight Nobody,Jennifer Weiner,Fiction,http://books.google.com/books/content?id=nUtLjcr6WtYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.65
The Guy Not Taken,Jennifer Weiner,Fiction,http://books.google.com/books/content?id=DJVsRAQRkawC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.48
Zen in Your Garden,Jenny Hendy,Gardens,http://books.google.com/books/content?id=SCvxNwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.6
Midnight for Charlie Bone,Jenny Nimmo,Juvenile Fiction,http://books.google.com/books/content?id=Azg3nwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81
"Mary, Queen of Scots",Jenny Wormald,Biography & Autobiography,http://books.google.com/books/content?id=5XtL-F1LKUcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.71
High performance MySQL,Jeremy D. Zawodny;Derek J. Balling,Computers,http://books.google.com/books/content?id=pspQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.24
The Age of Access,Jeremy Rifkin,Business & Economics,http://books.google.com/books/content?id=uWG6QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.84
"Raise High the Roof Beam, Carpenters and Seymour",Jerome David Salinger,American fiction,http://books.google.com/books/content?id=ddY0QQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.12
For Esmé - with Love and Squalor,Jerome David Salinger,Fiction,http://books.google.com/books/content?id=GGprQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19
Three Men in a Boat,Jerome K. Jerome,Boats and boating,http://books.google.com/books/content?id=Qk7bOlZ0knoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.89
The Chosen,Jerome Karabel,Education,http://books.google.com/books/content?id=zwf-Ofc--toC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.06
Three Men in a Boat,Jerome Klapka Jerome,Fiction,http://books.google.com/books/content?id=DUXWxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09
Final Rain,Jerry Ahern,Fiction,http://books.google.com/books/content?id=ylbM15ITv-QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.69
Silenced,Jerry B. Jenkins,Fiction,http://books.google.com/books/content?id=gr3SLkOL4PcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.24
Shaken,Jerry B. Jenkins;Tim F. LaHaye;Chris Fabry,Juvenile Fiction,http://books.google.com/books/content?id=mEXkmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.3
Secrets of New York,Jerry Jones;William Jones,Games,http://books.google.com/books/content?id=xUNYAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.62
SeinLanguage,Jerry Seinfeld,Humor,http://books.google.com/books/content?id=ApTW2DLrs1YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.63
"Love, Stargirl",Jerry Spinelli,Juvenile Fiction,http://books.google.com/books/content?id=LxOPDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82
Stargirl,Jerry Spinelli,Juvenile Fiction,http://books.google.com/books/content?id=Nqt57L2L-tIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.76
Conversations with Jerzy Kosinski,Jerzy Kosinski,Literary Criticism,http://books.google.com/books/content?id=GYCLY-KyPGUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.75
The Reduced Shakespeare Company's the Complete Works of William Shakespeare (abridged),Jess Borgeson;Adam Long;Daniel Singer,Drama,http://books.google.com/books/content?id=j9yF5S7lkzMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.46
The Zero,Jess Walter,Fiction,http://books.google.com/books/content?id=x5JrBQ4bfLsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.5
Girls' Night in,Jessica Adams;Chris Manby;Fiona Walker,American fiction,http://books.google.com/books/content?id=xLwHHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.26
Steamed,Jessica Conant-Park;Susan Conant,Fiction,http://books.google.com/books/content?id=e1CoxZhUcTMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.47
Hons and Rebels,Jessica Mitford,Biography & Autobiography,http://books.google.com/books/content?id=jjfhAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.12
The Hip Chick's Guide to Macrobiotics,Jessica Porter,Health & Fitness,http://books.google.com/books/content?id=S5-e-YIwRbkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.68
Dogeaters,Jessica Tarahata Hagedorn,Drama,http://books.google.com/books/content?id=0xZaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.58
The Namesake,Jhumpa Lahiri,Fiction,http://books.google.com/books/content?id=Nx-vY7ac1OcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.98
The Namesake,Jhumpa Lahiri;Mira Nair,Performing Arts,http://books.google.com/books/content?id=nClcAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05
Think on These Things,Jiddu Krishnamurti,Religion,http://books.google.com/books/content?id=QzzbmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.4
Reluctant Burglar,Jill Elizabeth Nelson,Fiction,http://books.google.com/books/content?id=mplfA_vAWOYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.67
Reluctant Runaway,Jill Elizabeth Nelson,Fiction,http://books.google.com/books/content?id=bgFuvSSeXeMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.7
Millie's Fling,Jill Mansell,City girl,http://books.google.com/books/content?id=BEp9HAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.74
Open House,Jill Mansell,Humorous fiction,http://books.google.com/books/content?id=O3RmGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.89
Two's Company,Jill Mansell,Fiction,http://books.google.com/books/content?id=8nfZHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.59
Solo,Jill Mansell,Chick lit,http://books.google.com/books/content?id=m6-XHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.66
Kiss,Jill Mansell,Female friendship,http://books.google.com/books/content?id=TrK7GwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.68
Sheer Mischief,Jill Mansell,Cornwall (England : County),http://books.google.com/books/content?id=sAV5QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83
